timestamp,utc_time,spread_points,spread_pips,max_allowed,status,bid,ask,session
2026-03-11 12:01:45,12:01:45,360,36.0,50,BLOCKED,5181.65400,5182.01400,London
2026-03-11 12:02:05,12:02:05,360,36.0,50,BLOCKED,5182.73700,5183.09700,London
2026-03-11 12:03:05,12:03:05,360,36.0,50,BLOCKED,5184.37300,5184.73300,London
2026-03-11 12:04:00,12:04:00,360,36.0,50,BLOCKED,5185.05200,5185.41200,London
2026-03-11 12:05:05,12:05:05,360,36.0,50,BLOCKED,5184.71200,5185.07200,London
2026-03-11 12:06:05,12:06:05,360,36.0,50,BLOCKED,5186.24300,5186.60300,London
2026-03-11 12:07:00,12:07:00,360,36.0,50,BLOCKED,5186.40000,5186.76000,London
2026-03-11 12:08:05,12:08:05,360,36.0,50,BLOCKED,5185.58300,5185.94300,London
2026-03-11 12:09:00,12:09:00,360,36.0,50,BLOCKED,5186.78000,5187.14000,London
2026-03-11 12:10:05,12:10:05,360,36.0,50,BLOCKED,5188.72900,5189.08900,London
2026-03-11 12:11:00,12:11:00,360,36.0,50,BLOCKED,5189.69800,5190.05800,London
2026-03-11 12:12:00,12:12:00,360,36.0,50,BLOCKED,5188.66500,5189.02500,London
2026-03-11 12:13:00,12:13:00,360,36.0,50,BLOCKED,5190.20000,5190.56000,London
2026-03-11 12:14:00,12:14:00,360,36.0,50,BLOCKED,5191.57300,5191.93300,London
2026-03-11 12:15:00,12:15:00,360,36.0,50,BLOCKED,5191.54500,5191.90500,London
2026-03-11 12:16:00,12:16:00,360,36.0,50,BLOCKED,5193.31800,5193.67800,London
2026-03-11 12:17:00,12:17:00,360,36.0,50,BLOCKED,5193.10400,5193.46400,London
2026-03-11 12:18:00,12:18:00,360,36.0,50,BLOCKED,5194.00000,5194.36000,London
2026-03-11 12:19:00,12:19:00,360,36.0,50,BLOCKED,5193.39800,5193.75800,London
2026-03-11 12:20:00,12:20:00,360,36.0,50,BLOCKED,5194.04500,5194.40500,London
2026-03-11 12:21:00,12:21:00,360,36.0,50,BLOCKED,5194.60900,5194.96900,London
2026-03-11 12:22:05,12:22:05,360,36.0,50,BLOCKED,5192.15600,5192.51600,London
2026-03-11 12:23:00,12:23:00,360,36.0,50,BLOCKED,5191.55600,5191.91600,London
2026-03-11 12:24:00,12:24:00,360,36.0,50,BLOCKED,5191.33700,5191.69700,London
2026-03-11 12:25:00,12:25:00,360,36.0,50,BLOCKED,5190.54900,5190.90900,London
2026-03-11 12:26:00,12:26:00,360,36.0,50,BLOCKED,5189.85700,5190.21700,London
2026-03-11 12:27:00,12:27:00,360,36.0,50,BLOCKED,5191.61500,5191.97500,London
2026-03-11 12:28:00,12:28:00,360,36.0,50,BLOCKED,5190.46200,5190.82200,London
2026-03-11 12:29:00,12:29:00,360,36.0,50,BLOCKED,5189.85700,5190.21700,London
2026-03-11 12:30:00,12:30:00,360,36.0,50,BLOCKED,5191.29800,5191.65800,London
2026-03-11 12:31:00,12:31:00,500,50.0,50,BLOCKED,5187.99500,5188.49500,London
2026-03-11 12:32:00,12:32:00,360,36.0,50,BLOCKED,5187.51700,5187.87700,London
2026-03-11 12:33:00,12:33:00,360,36.0,50,BLOCKED,5187.13000,5187.49000,London
2026-03-11 12:34:01,12:34:01,360,36.0,50,BLOCKED,5186.19100,5186.55100,London
2026-03-11 12:35:01,12:35:01,360,36.0,50,BLOCKED,5181.02200,5181.38200,London
2026-03-11 12:36:01,12:36:01,360,36.0,50,BLOCKED,5178.41300,5178.77300,London
2026-03-11 12:37:01,12:37:01,360,36.0,50,BLOCKED,5173.41400,5173.77400,London
2026-03-11 12:38:01,12:38:01,360,36.0,50,BLOCKED,5173.70400,5174.06400,London
2026-03-11 12:39:01,12:39:01,360,36.0,50,BLOCKED,5179.69000,5180.05000,London
2026-03-11 12:40:01,12:40:01,360,36.0,50,BLOCKED,5177.45600,5177.81600,London
2026-03-11 12:41:01,12:41:01,360,36.0,50,BLOCKED,5181.21800,5181.57800,London
2026-03-11 12:42:01,12:42:01,360,36.0,50,BLOCKED,5177.42600,5177.78600,London
2026-03-11 12:43:01,12:43:01,360,36.0,50,BLOCKED,5178.29800,5178.65800,London
2026-03-11 12:44:01,12:44:01,360,36.0,50,BLOCKED,5178.52200,5178.88200,London
2026-03-11 12:45:01,12:45:01,360,36.0,50,BLOCKED,5180.11200,5180.47200,London
2026-03-11 12:46:01,12:46:01,360,36.0,50,BLOCKED,5177.15900,5177.51900,London
2026-03-11 12:47:01,12:47:01,360,36.0,50,BLOCKED,5175.19500,5175.55500,London
2026-03-11 12:48:01,12:48:01,360,36.0,50,BLOCKED,5171.30700,5171.66700,London
2026-03-11 12:49:01,12:49:01,360,36.0,50,BLOCKED,5176.38800,5176.74800,London
2026-03-11 12:50:01,12:50:01,360,36.0,50,BLOCKED,5175.92700,5176.28700,London
2026-03-11 12:51:01,12:51:01,360,36.0,50,BLOCKED,5175.01600,5175.37600,London
2026-03-11 12:52:01,12:52:01,360,36.0,50,BLOCKED,5177.35800,5177.71800,London
2026-03-11 12:53:01,12:53:01,360,36.0,50,BLOCKED,5179.34500,5179.70500,London
2026-03-11 12:54:01,12:54:01,360,36.0,50,BLOCKED,5177.75400,5178.11400,London
2026-03-11 12:55:01,12:55:01,360,36.0,50,BLOCKED,5175.96900,5176.32900,London
2026-03-11 12:56:01,12:56:01,360,36.0,50,BLOCKED,5172.92600,5173.28600,London
2026-03-11 12:57:01,12:57:01,360,36.0,50,BLOCKED,5172.69400,5173.05400,London
2026-03-11 12:58:01,12:58:01,360,36.0,50,BLOCKED,5172.74400,5173.10400,London
2026-03-11 12:59:01,12:59:01,360,36.0,50,BLOCKED,5170.44700,5170.80700,London
2026-03-11 13:00:01,13:00:01,360,36.0,50,BLOCKED,5166.23000,5166.59000,London+NY
2026-03-11 13:01:01,13:01:01,360,36.0,50,BLOCKED,5164.57700,5164.93700,London+NY
2026-03-11 13:02:01,13:02:01,360,36.0,50,BLOCKED,5165.36100,5165.72100,London+NY
2026-03-11 13:03:01,13:03:01,360,36.0,50,BLOCKED,5169.23300,5169.59300,London+NY
2026-03-11 13:04:01,13:04:01,500,50.0,50,BLOCKED,5174.44100,5174.94100,London+NY
2026-03-11 13:05:01,13:05:01,360,36.0,50,BLOCKED,5176.92800,5177.28800,London+NY
2026-03-11 13:06:01,13:06:01,360,36.0,50,BLOCKED,5174.72600,5175.08600,London+NY
