timestamp,utc_time,spread_points,spread_pips,max_allowed,status,bid,ask,session
2026-03-12 15:51:09,15:51:09,360,36.0,360,OK,5128.49700,5128.85700,London+NY
2026-03-12 15:52:00,15:52:00,360,36.0,360,OK,5131.22400,5131.58400,London+NY
2026-03-12 15:53:01,15:53:01,360,36.0,360,OK,5134.21300,5134.57300,London+NY
2026-03-12 15:54:01,15:54:01,360,36.0,360,OK,5133.92200,5134.28200,London+NY
2026-03-12 15:55:02,15:55:02,360,36.0,360,OK,5132.92200,5133.28200,London+NY
2026-03-12 15:56:03,15:56:03,360,36.0,360,OK,5130.57600,5130.93600,London+NY
2026-03-12 15:57:03,15:57:03,360,36.0,360,OK,5131.38900,5131.74900,London+NY
2026-03-12 15:58:04,15:58:04,360,36.0,360,OK,5129.75500,5130.11500,London+NY
2026-03-12 15:59:04,15:59:04,360,36.0,360,OK,5131.28700,5131.64700,London+NY
2026-03-12 16:00:05,16:00:05,360,36.0,360,OK,5131.47400,5131.83400,NY
2026-03-12 16:01:05,16:01:05,360,36.0,360,OK,5130.88500,5131.24500,NY
2026-03-12 16:02:00,16:02:00,360,36.0,360,OK,5133.38000,5133.74000,NY
2026-03-12 16:03:00,16:03:00,360,36.0,360,OK,5133.27800,5133.63800,NY
2026-03-12 16:04:00,16:04:00,360,36.0,360,OK,5132.58100,5132.94100,NY
2026-03-12 16:05:00,16:05:00,360,36.0,360,OK,5133.07200,5133.43200,NY
2026-03-12 16:06:00,16:06:00,360,36.0,360,OK,5134.35700,5134.71700,NY
2026-03-12 16:07:00,16:07:00,360,36.0,360,OK,5132.87400,5133.23400,NY
2026-03-12 16:08:00,16:08:00,360,36.0,360,OK,5129.76800,5130.12800,NY
2026-03-12 16:09:00,16:09:00,360,36.0,360,OK,5122.86100,5123.22100,NY
2026-03-12 16:10:01,16:10:01,360,36.0,360,OK,5124.87100,5125.23100,NY
2026-03-12 16:11:01,16:11:01,360,36.0,360,OK,5125.61000,5125.97000,NY
2026-03-12 16:12:01,16:12:01,360,36.0,360,OK,5123.15700,5123.51700,NY
2026-03-12 16:13:01,16:13:01,360,36.0,360,OK,5124.02000,5124.38000,NY
2026-03-12 16:14:02,16:14:02,360,36.0,360,OK,5126.57300,5126.93300,NY
2026-03-12 16:15:02,16:15:02,360,36.0,360,OK,5128.47400,5128.83400,NY
2026-03-12 16:16:02,16:16:02,360,36.0,360,OK,5130.66800,5131.02800,NY
2026-03-12 16:17:02,16:17:02,360,36.0,360,OK,5130.51700,5130.87700,NY
2026-03-12 16:18:02,16:18:02,360,36.0,360,OK,5128.23200,5128.59200,NY
2026-03-12 16:19:02,16:19:02,360,36.0,360,OK,5129.94300,5130.30300,NY
2026-03-12 16:20:03,16:20:03,360,36.0,360,OK,5131.20500,5131.56500,NY
2026-03-12 16:21:03,16:21:03,360,36.0,360,OK,5133.59500,5133.95500,NY
2026-03-12 16:22:03,16:22:03,360,36.0,360,OK,5136.88500,5137.24500,NY
2026-03-12 16:23:04,16:23:04,360,36.0,360,OK,5136.51200,5136.87200,NY
2026-03-12 16:24:04,16:24:04,360,36.0,360,OK,5135.71900,5136.07900,NY
2026-03-12 16:25:04,16:25:04,360,36.0,360,OK,5134.50200,5134.86200,NY
2026-03-12 16:26:04,16:26:04,360,36.0,360,OK,5134.32000,5134.68000,NY
2026-03-12 16:27:00,16:27:00,360,36.0,360,OK,5133.72700,5134.08700,NY
2026-03-12 16:28:00,16:28:00,360,36.0,360,OK,5133.32900,5133.68900,NY
2026-03-12 16:29:01,16:29:01,360,36.0,360,OK,5133.81100,5134.17100,NY
2026-03-12 16:30:01,16:30:01,360,36.0,360,OK,5131.69900,5132.05900,NY
2026-03-12 16:31:01,16:31:01,360,36.0,360,OK,5128.40600,5128.76600,NY
2026-03-12 16:32:01,16:32:01,360,36.0,360,OK,5126.01200,5126.37200,NY
2026-03-12 16:34:02,16:34:02,360,36.0,360,OK,5128.77400,5129.13400,NY
2026-03-12 16:35:02,16:35:02,360,36.0,360,OK,5129.06800,5129.42800,NY
2026-03-12 16:36:02,16:36:02,360,36.0,360,OK,5128.85600,5129.21600,NY
2026-03-12 16:37:03,16:37:03,360,36.0,360,OK,5129.94600,5130.30600,NY
2026-03-12 16:38:03,16:38:03,360,36.0,360,OK,5130.61300,5130.97300,NY
2026-03-12 16:39:03,16:39:03,360,36.0,360,OK,5131.74000,5132.10000,NY
2026-03-12 16:40:03,16:40:03,360,36.0,360,OK,5131.41500,5131.77500,NY
2026-03-12 16:41:03,16:41:03,360,36.0,360,OK,5133.00700,5133.36700,NY
2026-03-12 16:42:03,16:42:03,360,36.0,360,OK,5133.80700,5134.16700,NY
