timestamp,utc_time,spread_points,spread_pips,max_allowed,status,bid,ask,session
2026-03-20 10:39:12,10:39:12,280,28.0,360,OK,4668.44400,4668.72400,London
2026-03-20 10:40:03,10:40:03,280,28.0,360,OK,4668.80800,4669.08800,London
2026-03-20 10:41:03,10:41:03,280,28.0,360,OK,4666.21800,4666.49800,London
2026-03-20 10:42:03,10:42:03,280,28.0,360,OK,4661.54200,4661.82200,London
2026-03-20 10:43:03,10:43:03,280,28.0,360,OK,4662.35200,4662.63200,London
2026-03-20 10:44:03,10:44:03,280,28.0,360,OK,4658.11000,4658.39000,London
2026-03-20 10:45:03,10:45:03,280,28.0,360,OK,4660.18300,4660.46300,London
2026-03-20 10:46:03,10:46:03,280,28.0,360,OK,4656.54900,4656.82900,London
2026-03-20 10:47:03,10:47:03,280,28.0,360,OK,4657.86700,4658.14700,London
2026-03-20 10:48:04,10:48:04,280,28.0,360,OK,4655.50800,4655.78800,London
2026-03-20 10:49:04,10:49:04,280,28.0,360,OK,4654.36600,4654.64600,London
2026-03-20 10:50:04,10:50:04,280,28.0,360,OK,4654.36700,4654.64700,London
2026-03-20 10:51:04,10:51:04,280,28.0,360,OK,4651.61300,4651.89300,London
2026-03-20 10:52:04,10:52:04,280,28.0,360,OK,4650.20700,4650.48700,London
